comments,predicted_aspects
this is a great museum looking for a collection the architecture of the building is topnotch as are the staff and gift shop the problem is that none of warhols iconic works are here sure theres plenty of warhol to look at but given that this is the warhol museum one would hope that it would contain the paintings that made him iconic it doesnt nnthe exhibition of his film and video work is comprehensive one could spend a day just viewing the various works on display but the thing about video is that its not the exclusive property of the museum its available elsewhere if you want to find itnnoverall i was very disappointed i expected to see a lot more than what they have,"[{'term': 'Ġand', 'polarity': 'pos'}, {'term': 'Ġshop', 'polarity': 'pos'}]"
we had the buffet at the wynn on a friday for lunch and were very disappointed the selection and taste of the food was mediocre at best the 2599 price per buffet was definitely not worth it and we felt ripped off we expected much more,"[{'term': 'Ġat', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġof', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġper', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}]"
i wouldnt bring anything here better off just donating your stuff which is essentially what you do when you bring it here brought in a table they said it was ok after we sent in pics and talked to them 7 months later the table never made it to the floor we asked and no one could give us an answer now we hear it is in storage why we ask again the new news is that they didnt put it out cause they didnt have matching chairs really you keep our stuff for 7 months in storage and then we have to call you several times to find this out now they are telling us they took it out of storage and we can come pick it up bullshit deliver it to mefree incompetent wont go there again,"[{'term': 'Ġreally', 'polarity': 'neu'}]"
im all about service just so everyone knows tipping is optional you get tipped for the customer service you provide you pay for the food that is served to you nwhen the food was delivered the delivery guy did not say hello nor did he say thank you when he received a tip what a jerk i will never order from this restaurant again ninconsiderate delivery boy pulls out hundreds of dollars in cash and doesnt say thank you when he receives a hundred in a tip punk,"[{'term': 'Ġjust', 'polarity': 'neu'}, {'term': 'Ġservice Ġyou', 'polarity': 'neu'}, {'term': 'Ġthat', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġguy', 'polarity': 'neu'}, {'term': 'Ġboy', 'polarity': 'neu'}]"
got together with a bunch of friends for dinner here tonight it was my first visit the menu consists mostly of sandwiches with hamburger fried fish big expensive salads i had a patty melt fries while the seasoned fries were good i thought the sandwich didnt compare with the same one at the place that invented it norms restaurant in la where it costs less has a big 12 lb of tasty burger on it along with the cheese sauteed onions the meat patty on this one was kind of dinky dry the price along with most everything else on the menu was about 10 which struck me as high for what you getnnthe friends were great company but i wasnt impressed at all with the food here,"[{'term': 'urger Ġfried Ġfish Ġbig', 'polarity': 'pos'}, {'term': 'ty Ġmelt Ġfries Ġwhile', 'polarity': 'neu'}, {'term': 'Ġfries Ġwere', 'polarity': 'neu'}, {'term': 'Ġsa ute ed Ġonions Ġthe', 'polarity': 'pos'}, {'term': 'Ġpat ty Ġon', 'polarity': 'neu'}, {'term': 'Ġhere', 'polarity': 'neu'}]"
i dont give out many one stars but when i do you know they deserve it lets begin with the flies everywhere cycle the garbage folks then the shitty service its not a fast food counter ladies grow a personality i order a whiskey neat and get ice okay take a bartending class too finally dont play sec football west of the mississippi lasg time i checked nevada is not a kkk state and half vegas tourists are from cali play some pac 12 asshats fatburger is from cali have some dignity,"[{'term': 'Ġits', 'polarity': 'neu'}, {'term': 'ending Ġclass', 'polarity': 'pos'}]"
i came here again in the afternoon around 1 expecting to order the carrot cake pancakes as i usually do our waiter had informed us that the chef decided to stop serving breakfast even though the menu said that brunch was served until 4nnim giving two stars for the service the waiters here are very slow and dont really check up on you our waiter was pretty rude when he told us breakfast was over as well the food gets 4 stars though,"[{'term': 'Ġcake Ġpancakes Ġas', 'polarity': 'pos'}, {'term': 'Ġhad', 'polarity': 'neu'}, {'term': 'Ġdecided', 'polarity': 'neu'}, {'term': 'Ġeven', 'polarity': 'neu'}, {'term': 'Ġsaid', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġthe', 'polarity': 'neu'}, {'term': 'ers Ġhere', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġgets', 'polarity': 'neu'}]"
store employee anna was very rude she expressed a bad attitude when i asked for a little bit more shrimp we asked for a sauce she told me to hold on while she finished counting the pieces of meat go to another panda express poor customer service,"[{'term': 'Ġwe', 'polarity': 'neu'}, {'term': 'Ġshe', 'polarity': 'neu'}, {'term': 'Ġgo', 'polarity': 'neu'}, {'term': 'Ġservice', 'polarity': 'neu'}]"
weve been going to yard house for a long time we went there for fathers day and it took 35 minutes to get our food which was cold and the server didnt seem to care as he cleaned the tables around usnni work in the service industry and understand it can get busy but our food had been sitting in the window long enough to change colornnit will be the last time we eat at any yard house as weve had the same service issues at the red rock location,"[{'term': 'Ġwhich', 'polarity': 'neu'}, {'term': 'Ġdidnt', 'polarity': 'neu'}, {'term': 'Ġaround', 'polarity': 'neu'}, {'term': 'Ġindustry', 'polarity': 'neu'}, {'term': 'Ġhad', 'polarity': 'neu'}, {'term': 'Ġissues', 'polarity': 'neu'}]"
one of the few places that delivers to my area average food good sized portions fast delivery they do however scrimp on the vegetables in a combo meatveggie dish although i guess thats better than scrimping on the meat lol nnlemon chicken lots of chicken decent lemon saucenshrimp fried rice 4 big shrimp mostly rice and a few veggiesnnnwill try again if im in the need for delivery,"[{'term': 've ggie Ġdish Ġalthough', 'polarity': 'pos'}, {'term': 'Ġlol', 'polarity': 'neu'}, {'term': 'Ġsa uc ens h rimp Ġfried Ġrice Ġ4', 'polarity': 'pos'}, {'term': 'Ġmostly', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'neu'}]"
pet peeve 1 when yelpers give an establishment a bad review based solely on service issues alone without staying to eat if you didnt even eat the food then are you really entitled to write a scathing review nnknowing thisim about to piss myself off and break my own rulebecause im going to do the exact thing i hate as described above damn me nnmy brother and i went out on a week night a while ago for some reverse happy hour grub and just so happened to cruise by this place upon seeing the ubercool iguana wearing sunglasses on the sign which instantly reminded me of those cool 80s izod shirts we knew we had to stop sadly upon entering the place just had this grimy look and feel to it the kind of feel you get when you stop at a dairy queen in some one horse town on the way to vegas the experience that followed is summarized below nnwe park and enter the front door nthere is no hostess or visible employee anywhere nwe wait for a few minutes trying to figure out what to do nstill no employees aroundwe wander the whole placeand to our shock do not find a single waiterwaitresshostessbartendercook anywhere nwe go back to the front room standing there confused about what we should do nwait five minutes nwalk around againstill not a single employee of iguana macks to be found anywhere nleave to find a better establishmentin this caseapplebees which is saying a lot because i hate applebees nncan someone explain how a restaurantbar like this can be devoid of anyall employees around 10 oclock i was tempted to go and ask one of the inebriated bar patrons but it just didnt seem worth the hassle i would have liked to try iguana macks but sadly wasnt given the chance it shouldnt be a challenge to eat somewherean establishment should be courting you for your business and this was the complete opposite nnnow the bigger question is thiswhere were the employees some of my theories nnan all at once employee weed smoking break nthey were transported to an alternate timeline and are now living in a parallel universe where they work for a classier restaurant kind of like lost for wait staff nemployee orgy nneh who knowsbut im just not too jazzed about going back to try this place it left a bad taste in my mouth and i didnt even have any of the food thats saying something,"[{'term': 'Ġissues', 'polarity': 'neu'}, {'term': 'Ġthen', 'polarity': 'neu'}, {'term': 'Ġdoor', 'polarity': 'neu'}, {'term': 'ess Ġor', 'polarity': 'neu'}, {'term': 'wait', 'polarity': 'neu'}, {'term': 'ress host ess bart ender cook Ġanywhere', 'polarity': 'pos'}, {'term': 'Ġroom', 'polarity': 'neu'}, {'term': 'Ġpatrons Ġbut', 'polarity': 'neu'}, {'term': 'Ġstaff Ġn', 'polarity': 'neu'}, {'term': 'Ġthats', 'polarity': 'neu'}]"
the food is not that great the menu is not that great the atmosphere is not that great the service is slow when it is busy the waitresses could be hotter,"[{'term': 'Ġis', 'polarity': 'neu'}, {'term': 'Ġis', 'polarity': 'neu'}, {'term': 'Ġis', 'polarity': 'neu'}, {'term': 'Ġis', 'polarity': 'neu'}, {'term': 'resses Ġcould', 'polarity': 'pos'}]"
updatei really did not want to go here but my granddaughter and grandson wanted to eat here so i acquiesced the food is basically the same as always but some things are less adequate or maybe going downhill a little i think is is a cost control issue especially with the economy still being in the dumps they dont serve the deepfried sweetsour rock fish anymore i know that this dish is expensive but very good and they only serve a little bit of tuna maguro sashimi at a time in fact i went back to the sashimisushi counter three times during dinner and did not get even one piece people wait for them to put out a little bit like maybe 12 pieces and they rush to grab it i saw one kid take every piece of sashimi from the counter including the other types as well and i saw one family wait until they brought out a new container of snow crab legs and rush up with four dinner plates and take every last piece of crab legs i would estimate about 12 pounds worth good thing that crab legs is not my thing but i must admit that i was thinking that these people must have no class since they act like greedy pigs and i think i could even hear them grunting when they were eating,"[{'term': 'Ġis', 'polarity': 'neu'}, {'term': 'fried Ġsweets our Ġrock Ġfish Ġanymore', 'polarity': 'pos'}, {'term': 'Ġmag uro Ġs ash imi Ġat', 'polarity': 'pos'}, {'term': 'ash imi Ġfrom', 'polarity': 'neu'}, {'term': 'Ġcrab Ġlegs Ġand', 'polarity': 'neu'}, {'term': 'Ġplates Ġand', 'polarity': 'neu'}, {'term': 'Ġlegs Ġi', 'polarity': 'neu'}, {'term': 'Ġlegs Ġis', 'polarity': 'neu'}]"
came here because of the buffet pass i shouldve passed on this onennthis was almost as bad as the imperial palace buffet bad customer service it took 20 mins for the person to verify our room and pass it took the host 10 minutes to seat us mind you we were the only one in line at this time the selections were ridiculously few the crab legs were on ice dessert bar was nothing to brag about my bf left his hat in our booth so he had to go back in to get it and the waiter we had was quite grumpy about itnnim giving two stars for two reasons 1 mash potatoes it was so creamy and the best mash potatoes ive ever had the pleasure of eating 2raspberry ice tea just because it was the 2nd best thing therennlago buffet ceasers you are not the business i expected more of ceasers,"[{'term': 'Ġpass', 'polarity': 'pos'}, {'term': 'Ġservice Ġit', 'polarity': 'neu'}, {'term': 'Ġwere', 'polarity': 'neu'}, {'term': 'Ġlegs Ġwere', 'polarity': 'neu'}, {'term': 'Ġbar Ġwas', 'polarity': 'neu'}, {'term': 'Ġwe', 'polarity': 'neu'}, {'term': 'Ġpotatoes Ġ', 'polarity': 'pos'}]"
not only did they lost my bag but they are not trying to find it its been 24 hours and i cant get ahold of them this saturday 59 minutes still on hold as of right now,[]
was the spot before i discovered yogels uswirl and yogurtland opened up the chubby asian dude who works there is an ass the women workers are friendly prices are high im never going to a nonselfserve place again cause they always skimp you on the quantity of yogurt fruits are fresh though go there if you must but yogurtland is only 10 mins away,"[{'term': 'Ġworkers', 'polarity': 'neu'}, {'term': 'Ġare', 'polarity': 'neu'}, {'term': 'Ġfruits Ġare', 'polarity': 'neu'}]"
someburros food is quite flavorless to the extent it doesnt seem possible the pollo fundido simply tasted like a bland fried tortilla with chicken that had the right texture but no taste to speak ofnnit is really a miracle that they could made such boring mexican fare even the hot sauce which had the right color and a tad bit of heat lacked evidence of taste that it may have come from chili peppernnthe one redeeming feature of this place is the staff was very pleasant but the food certainly is not worth the visit,"[{'term': 'o Ġfund ido Ġsimply', 'polarity': 'pos'}, {'term': 'Ġtort illa Ġwith Ġchicken Ġthat', 'polarity': 'neu'}, {'term': 'Ġsauce Ġwhich', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġcertainly', 'polarity': 'neu'}]"
i agree with the other poster this place is interested in youror your insurances money i have back pain from a car accident they ordered an mri and weirdly enough i have a slightly bulging disc in the same spot i have pain but its considered normal in their eyes but at the same time still continue to order tests ordered a steroid shot in my back for the area that was considered normal but if its normal why do i need it hmmmm oh yeah because my insurance can pay out a pretty penny for it and i really dont like when the doctor says he will come back in the room to talk to you then sends his assistant to talk to you and sends you on your way,[]
hit every one of my pet peeves about contractorsndid not return first call took two callsnhe told me to send email and he would follow upntook two emails and another callnhe came out to look at work i needed done said would send estimatenno callni emailed him again asking about estimate was told cant do it flat on my back and never heard from him againnif you cant be relied on to return calls and follow up how can one trust you to be reliable once work has started,[]
lazy groomers nwe took our puppy to this petsmart to have her first grooming we requested and were charged about 4500 for a full grooming when we picked her up over 4 hours later we were told she was too fussy to get her body groomed so we just did her face paws and hind area this being our first encounter with dog groomers were new pet owners we figured this was par for the course shell be better next time nabout 5 weeks later we took her back and again requested a full grooming this time we also brought photos of how we wanted her face to be trimmed somehow the unpleasant attendant convinced us into some sort of additional special shampooconditioning package another 4 hours later we returned to pick her up and we were again told that she was too fussy to have her body trimmed and all they did was her paws hind area and her face despite the fact that we brought a photo of the exact same breed of dog same age same size even same fur color our beautiful puppy looked as if her face had been trimmed by a two year old with a pari of dull kiddy scissors this time we were charged 5700 ntoday we brought her to rufus dumonde and discovered what a real groomer can and will do not only did they do a beautiful job on her face referencing the same photo we had taken to petsmart they gave her entire body a trim we were told she wasnt fussy at all and that she was very interested in everything that was going on during her grooming session her session was only 2 and a half hours and the cost was only 4200 we tipped them 2000 because we were so happy with their work nsuffice to say this was a real eyeopening experience for us this petsmart grooming department is horrible and well never take our puppy back there in fact well never go back to any petsmart again nbe warned,[]
overratedoverpriced kept hearing good things about their burgers from coworkers from the east coast so i had to give it a shot nnburgers here are pricey and didnt really feel like spending that much so i got the single patty burger combo meal got my burger with everything on it from jalapeu00f1os to shrooms and a order of their cajun fries nnoverall the burger didnt look amazing as i unwrapped the foil but it tasted fresh and the single serving of fries is enough to feed 2 peoplennbottom line i would of gave it one star if it wasnt for all the free toppings you can add but id rather go to innout and get a double double meal and spend less money for something just as fresh minus the mushrooms and jalapeu00f1os or just go to smashburger for about the same price,"[{'term': 'Ġfrom', 'polarity': 'neu'}, {'term': 'ty Ġburger Ġcombo Ġmeal', 'polarity': 'pos'}, {'term': 'Ġwith', 'polarity': 'neu'}, {'term': 'aj un Ġfries Ġn', 'polarity': 'pos'}, {'term': 'Ġdidnt', 'polarity': 'neu'}, {'term': 'Ġof', 'polarity': 'neu'}, {'term': 'Ġis', 'polarity': 'neu'}, {'term': 'ings Ġyou', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'al ape u 00 f 1', 'polarity': 'pos'}]"
will not stay here againnnyes the rooms are nice and the amenities are convenient like the kitchenette but the customer service can definitely improve i loved the bell desk service and the valet but we did not have a very enjoyable stay nnour room kept having this clicking sound that kept us up all night we tried turning off the ac since it seemed to be coming from the vent but that didnt fix the problem we tried looking in the closet opening and closing doors etc etc etc and it persisted finally we just fell asleep since we were too exhausted to complain to the front desk nnthe next day we decided to ask to be switched to another room the rude front desk lady said nothing was available and this was sunday aka the day everyone checks out she promised somebody from maintenance would come up to check the problem and if there was something wrong then we would be moved to another room horrible customer service we waited and waited and nobody came up finally the bf called again and this time a nice gentleman upgraded our room and waived our resort fee yes i appreciated this greatly but would have been happier if they had just comped one night of our stay nni do think this hotel is beautiful but honestly id rather stay somewhere with a casino and of course our stay wasnt that great because of a bad stroke of luck and a very moody person at the front desk i might consider staying at aria in the future but if im going to dish out our saved big bucks for a nice room i think im more inclined to go somewhere like encore or cosmopolitan,"[{'term': 'Ġare', 'polarity': 'pos'}, {'term': 'ette Ġbut', 'polarity': 'pos'}, {'term': 'Ġservice Ġcan', 'polarity': 'pos'}, {'term': 'Ġdesk Ġservice Ġand', 'polarity': 'pos'}, {'term': 'et Ġbut', 'polarity': 'pos'}, {'term': 'Ġdesk Ġn', 'polarity': 'neu'}, {'term': 'Ġdesk Ġlady', 'polarity': 'neu'}, {'term': 'Ġservice Ġwe', 'polarity': 'neu'}, {'term': 'Ġfee', 'polarity': 'neu'}, {'term': 'Ġdesk Ġi', 'polarity': 'neu'}]"
really 15 minutes in line to order can you get another cash register going i finally get to order get my coffee cup and they are out of coffee i go tell the one cashier who then stops taking orders to go get the coffee we finally get our cinnamon rolls and milk 15 minutes later wth hire more people,"[{'term': 'Ġregister Ġgoing', 'polarity': 'neu'}, {'term': 'Ġcup Ġand', 'polarity': 'neu'}, {'term': 'ier Ġwho', 'polarity': 'neu'}, {'term': 'Ġwe', 'polarity': 'neu'}, {'term': 'Ġrolls Ġand', 'polarity': 'pos'}, {'term': 'Ġ15', 'polarity': 'neu'}]"
always have been a little hesitant about this place because i thought it was more of a novelty location and i should have stuck with my instincts the bar is a great location as is the view but after that there isnt much to talk about the oyster on half shell had in the bathroom 20minutes later the steak was poor quality actually shredded like roast beef plus the view is only good actually for the 10 minutes it rotates by the strip after that you have to realize the rest of the valley is pretty dim and not much to look at simply said you pay for a ten minute view and not the food or service,"[{'term': 'Ġis', 'polarity': 'neu'}, {'term': 'ster Ġon Ġhalf Ġshell Ġhad', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġis', 'polarity': 'neu'}, {'term': 'Ġor', 'polarity': 'neu'}]"
place is clean and nicely decorated my waitress seemed inexperienced and leftquit after taking my order the lady in charge did not know what i had ordered and it looked like they hadnt made it yet nas for the items on the conveyor i cannot see how they could be fresh ni did order from the menu so that the food would be fresh and it did taste good butnwont be back,"[{'term': 'Ġseemed', 'polarity': 'neu'}, {'term': 'Ġso', 'polarity': 'neu'}, {'term': 'Ġwould', 'polarity': 'neu'}]"
i stayed here over the past summer with my dog overall it was a very very bad experience the nightstand legs were chewed up by animals i hope dogs the room smelled like pot all night and we had to evacuate at 6am because the fire alarm went off as someone burned a waffle in the waffle machine and smoked out the entire hotel also i believe i paid around 18000 for the room it was such a bad experience that i have told the story multiple times in fact i am recounting it to my girlfriend right now 6 months later,"[{'term': 'stand Ġlegs', 'polarity': 'neu'}, {'term': 'affle Ġmachine', 'polarity': 'neu'}]"
the gelato counter was disappointing the woman who served us told us that it was rated in the top 5 gelatos in the country and added that it was from philadelphia isnt that the same as not made fresh in pittsburgh nwhen we asked if we could mix flavors she said that we couldnt do that because its too messy what she should have said was that the portion would be too small to able to mix she oh so carefully dipped less than a full scoop and dropped it in the cup the gelato wasnt good enough to be short scooped even in a fancy chocolate shop in the strip district maybe they figure that the tourists who stop there wont be coming back anyway nif you find yourself at mon aimee chocolat and want gelato leave immediately and go to mercurios on walnut st in shadyside there youll find better gelato more flavors which you can mix and youll be served with a smile,"[{'term': 'ato Ġcounter Ġwas', 'polarity': 'pos'}, {'term': 'ato Ġwas', 'polarity': 'neu'}, {'term': 'ato Ġleave', 'polarity': 'neu'}, {'term': 'ato Ġmore', 'polarity': 'pos'}]"
too bad the yelp address and map do not line up with the restaurant location its a residential brick wall there are several different addresses in fact when you google it oh well i was not about to drive around sun city trying to find it ended up at an excellent cafe 99 instead at 11001 99th,[]
its back to the drawing board bluprint the theme is confused with ocean waves in one area a print of the charlotte skyline in another and actual blueprint sketches on another i wished they kept with the blueprint theme throughout because that is really cool and uniquennthe food flopped big time the entrees are overpriced for the poor waytoosalty quality and portion perhaps theyre hoping to cover overhead due to the uptown location but it just misses the mark completely the bacon was still greasy and soggy nicolennthe host was friendly as well as our server however it was a bad impression when we ordered things on the menu and to be told those items werent available my hunch was because it was close to closing and the cooks didnt want to make anything involved and our server tried to steer us to the basic sandwiches overall the server offered good service nnlike others have mentioned finding this place is an event itself however if it were not for the search i would have missed the cool moving art in the entry of the carillon building nnim sad to say that bluprint was a dining disappointment,"[{'term': 'Ġflo', 'polarity': 'neu'}, {'term': 'rees Ġare', 'polarity': 'neu'}, {'term': 'Ġperhaps', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġhowever', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġdidnt', 'polarity': 'neu'}, {'term': 'Ġtried', 'polarity': 'neu'}, {'term': 'Ġoverall', 'polarity': 'neu'}, {'term': 'Ġoffered', 'polarity': 'neu'}, {'term': 'Ġn', 'polarity': 'neu'}]"
have been coming here for years to catch the ufc events get to the fight and the entire back section is being used for college football completely disappointing to not get our regular seats so people could watch virgina tech grrr,[]
originally i wasnt going to even bother writing about my experience at brutus however a friend of mine posted his disdain with the restaurant on their facebook and was met with ridicule so heres is my very unhappy review of my experience at this establishment nnmy boyfriend and i showed up a bit ahead of our group we were to be six in total the hostess told us a table would be available in twenty minutes 15 minutes later a waiter came to get us to bring us to the back of the restaurant to a great booth that would have been perfect because unlike the noisy restaurant the back was secluded and quiet we sat down after a little confusing from patrons already seated in the back they had to move over to the smaller booth cause they were only three we ordered drinks and waited our friends showed up and were ready to order drinks when we were told we needed to move to another table to set a bigger group in the back they proceeded to squish us into a both that clearly didnt fit six we ordered drinks again and proceeded to look at the menu which was mediocre at best the grilled cheese is premade and they didnt have any pizza pockets left only the veggie option why does a bacon restaurant offer veggie options odd but ok we asked for bacon on the side which we never got and we ordered the ten dollar bacon bowl which is so deceiving cause you dont see it its covered by the bowl not how is was advertised in the paper the waiter gave up on us clearly not caring if we liked our food or needed more drinks seeing as our drinks sat on the bar for about 15 minutes once the waiter delivered out drinks he spilt one drink on our friend and didnt apologize and was more concerned with cleaning up the floor overall really not impressed nnwhat made me actually write this review was after my friend posted on facebook the person in charge of the facebook page posted a link of justin biebers song baby my friend replied asking if they were trying to insult him and they replied with a what its a good song nnreally not impressed with this restaurant dont even bother going here its definitely over hyped and not worth it,"[{'term': 'ess Ġtold', 'polarity': 'neu'}, {'term': 'Ġwould', 'polarity': 'neu'}, {'term': 'Ġcame', 'polarity': 'neu'}, {'term': 'Ġwhich', 'polarity': 'neu'}, {'term': 'Ġcheese Ġis', 'polarity': 'neu'}, {'term': 'Ġpockets Ġleft', 'polarity': 'neu'}, {'term': 'ggie', 'polarity': 'neu'}, {'term': 'ggie Ġoptions', 'polarity': 'neu'}, {'term': 'Ġon', 'polarity': 'neu'}, {'term': 'Ġdelivered', 'polarity': 'neu'}]"
to call the employees here crooks and liars might be a bit too harsh but thats the feeling you get dealing with them the price for your services are impossible to pin down and always end up higher than quoted in my situation the mechanic found a laundry list of problems that dont exist or were grossly exaggerated i went in for simple repair and was given a hard sell for nearly three thousand dollars in additional work thankfully ive gotten a second opinion and saved myself thousands i cant recommend this place to anyone,"[{'term': 'Ġhere', 'polarity': 'neu'}, {'term': 'Ġfor', 'polarity': 'neu'}, {'term': 'Ġare', 'polarity': 'neu'}]"
i just cancelled my wedding with the ice house nnfirst of all you cant work with the owner directly you have to go through downtown phoenix venues which is the worst thing ever one woman riette is in charge of selling this property and i have never worked with someone so rude unresponsive and condescending at one point she actually said to me that she makes sure to to remind her assistant that brides are needy and you have to hold their hand the whole way through the wedding in response to me complaining about the fact that they would not include a note of the extra hour of event time they would give me if i paid my deposit by a certain date who would have thought that when paying thousands of dollars to rent a space that a sense of urgency in response time and communication is expected in returnnnsecond of all they tell you that you have to use one of the five caterers on the list they provide but if you find a different one you like they will review and decide if they approve which by the way they never approve i ended up dealing with these 5 catering companies that were either way out of my price range crappy food or rude and unresponsive people who know that you are locked into a contract to work with them so lack in customer service it was awful and turning my entire wedding planning process into a stressed out cryfestnni signed my contract in late november for my october 2014 wedding and its now early march i paid a 1300 deposit i emailed riette to explain my dilemma and that i wanted to cancel the contract strictly because of the fact that i cant deal with the catering company i also told her i would greatly appreciate if she would take my request to the owner and consider returning my deposit because it was still 7 months in advance from the event date and she didnt event take a moment to thing about it so i am sure she didnt take my request to the owner she didnt offer to help me communicate with the catering companies that they make you use or offer to assist with other companies they may approve literally no help whatsoever i work in the hospitality industry and i just couldnt believe itnni basically paid this woman 1300 to do absolutely nothing except send me monthly update emails including photos of her personal vacations yes she was not updating me on anything to do with my wedding or venuejust her personal life which i couldnt care less aboutnnif you would like to pay someone to do nothing besides belittle your opinions and reply condescendingly downtown phoenix venues is the place to gonnthe ice house is a beautiful venue but if you are considering this for an event the management company just ruins itnni work for an event planning company and i would never in my life recommend this place or any place run by downtown phoenix venues to anyone unless they have a shift in employees sometime in the future,"[{'term': 'ate rers Ġon', 'polarity': 'neu'}, {'term': 'Ġor', 'polarity': 'neu'}, {'term': 'Ġservice Ġit', 'polarity': 'neu'}]"
baaaaaaad customer service every time i end up this joint its not my fault that you hate your job or your life or both so i dont need all of your stank attitude projected on me all a sista wanted was a 3 piece dont mean the good michael jackson type of bad im talkin bout the whats that funky smell bad the red beans rice are a joke now and only the skin is seasoned i recommend harolds over popeyes any day,"[{'term': 'Ġservice Ġevery', 'polarity': 'pos'}, {'term': 'Ġbeans Ġrice Ġare', 'polarity': 'pos'}, {'term': 'Ġis', 'polarity': 'neu'}, {'term': 'eyes Ġany', 'polarity': 'neu'}]"
maybe it was a really busy night but it was hot stuffy crowdednneveryone was packed like sardines insidenndance dance get pushed by people walking through dance dance get pushed by people walking through dance dance get pushed by people walking through dance dance get pushed by people walking through dance dance get pushed by people walking through dance dance get pushed by people walking through alllllllllllllllllllllllllllllllllllllllll nightnntotally not worth 45,[]
this place just didnt do it for me we ate at the restaurantforgettable and went to a music venue the venue was just smallmost clubs are bigger than this,[]
bad treatment for customers they dont keep their commitment i recently purchased a truck two months ago i was told that i get lifetime washes for the vehicle well now the gm mike cook stops the customers from getting washes it should have been only on the washes for cars purchased after the date of his rule the gm mike cook is not honoring the customers bad business i suggest not dealing with a fraudulent gm go to another dealership and not freeway horriblehorrible,[]
not much on the menu staff was clueless and drinks tasteless seems they mainly use girls with too much makeup tight dresses and high heels that most cant walk with properly to draw in customers wont go back,"[{'term': 'Ġstaff', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġtast', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}]"
ok i have to try to take this star rating of this place down a little for the sake of those that pick a place based on the ratings i think i owe it to them nni have lived by this place for years and always wondered why they hadnt torn it down because it was empty and then one night the place was packed i was very intrigued and then when my husband described his receptionist declaring the reopening like it was a state holiday with tears in her eyes i thought i gotta get me some of that nnwe decided to go on an off hour on a saturday and there was still a 45 minute wait i liked the old inside the no need to upgrade attitude was just my style all of the anxiously waiting people and being right near the kitchen while waitingi was screaming on the inside with excitement for the sure pleasure my taste buds were about to be hit withand then we were seated nnfirst no alcohol ok this is a newly reopened place and may not have their license yet darn i wanted a margarita oh well diet coke it is they bring out a 6 oz cup of drink a little syrup container of salsa cute and a bowl of chips i finished the drink in two sips the salsa had no flavor and i avoided the chips after the drink because i think the server was a blackbelt in avoiding interaction once the order was placed nnthe food came and finally a refill which i should have asked for no ice because the ignoring annoyed me the most and we began to chow down my husband got the chili relleno and i got the cheese enchiladas my first bite i thought hmmm this reminds me of that frozen crap my mom used to try to pass off on me and i looked across the table to see my husband eyeing my food and his food barely touched now my husband is an ex football player with a huge appetite that used to eat oysters out of a can in college so that tells you something about his meal mine was edible and we shared with an overwhelming violated feeling nnsurprisingly the server was very quick with the bill i tried to talk my husband into not tipping but he is a gentleman when i got home i began listing friends that i trusted their opinions to go and tell me that we are absolutely crazy one of which likes spam and should give it another shot the overall ratingbland cheap and the salsa scared one of them she described it like ketchup nnbottom line dont be fooled like me the place is no good and should have stayed closed and i really wanted to like it,"[{'term': 'ist', 'polarity': 'neu'}, {'term': 'Ġpeople', 'polarity': 'neu'}, {'term': 'Ġcontainer Ġof', 'polarity': 'neu'}, {'term': 'Ġi', 'polarity': 'neu'}, {'term': 'Ġhad', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġre ll eno Ġand', 'polarity': 'pos'}, {'term': 'Ġen ch il adas Ġmy', 'polarity': 'pos'}, {'term': 'Ġbarely', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġi', 'polarity': 'neu'}, {'term': 'Ġscared', 'polarity': 'neu'}]"
